start_id|end_id|classYear
35184372096528|1986|2002
37383395348368|1957|2009
2199023261248|6345|2011
26388279067080|3011|2009
32985348838320|7871|2009
24189255813880|1850|2006
13194139537656|5179|2000
17592186049712|1855|2005
19791209299968|3011|2005
37383395345784|3007|2000
4176|5527|2001
35184372090072|5001|2008
10995116285504|2213|2005
21990232556376|3008|2007
30786325583152|5983|2006
37383395344464|5265|2000
8796093026832|3009|2010
13194139534520|1857|2004
10995116278456|3011|2010
24189255812032|5988|2006
24189255814280|3014|2010
37383395349472|6802|2000
35184372093192|1609|2006
10995116282952|2831|2007
21990232560904|1850|2000
26388279069592|5764|2002
28587302326112|5046|2002
6597069771616|5146|2009
35184372093576|2552|2000
10995116278920|7894|2005
24189255811936|6623|2005
13194139533888|1804|2001
8796093028576|5045|2001
35184372090600|5046|2003
26388279072512|2518|2002
8796093024568|5328|2006
10995116278848|7901|2004
32985348837888|2386|2007
28587302323560|4991|2002
6597069774128|1597|2005
2199023257968|6475|2003
2199023255976|3010|2005
28587302326640|2212|2002
37383395346504|6148|2006
21990232557648|6150|2002
26388279067728|1981|2008
26388279074376|2209|2006
26388279073416|6556|2007
24189255811104|5047|2000
37383395346624|7814|1998
15393162789192|6539|1999
17592186049448|3010|2004
26388279069688|2961|2003
28587302328600|5944|2001
32985348837632|3014|2007
32985348840584|3007|2005
28587302327256|3014|1999
4398046517328|1768|2000
2199023261136|3898|2000
30786325584336|1958|2003
10995116279944|4244|2003
19791209301024|2213|2000
32985348840656|5529|2001
8796093024000|7896|2004
30786325584576|2441|2004
35184372093216|7896|2010
13194139534424|4750|2005
13194139540432|5527|2007
15393162793320|2208|2005
35184372094176|2980|2004
37383395344776|3008|2003
30786325581072|3011|2005
6597069771144|4954|2008
3432|7898|2006
37383395345104|2206|2009
8796093027048|4516|2003
37383395345712|2205|2006
21990232558104|4591|2003
32985348833400|5188|2006
6597069772824|3007|2008
35184372090912|2213|2007
6336|2695|2011
37383395351368|5057|2002
24189255814376|5526|2003
4398046518240|6199|2005
13194139538232|3006|2005
6597069774480|2206|2004
32985348833944|4947|2010
21990232557720|2211|2008
19791209303136|6554|2005
13194139536624|5947|2002
24189255813216|2208|1999
26388279069952|4678|2008
30786325584896|6475|2007
37383395350504|4518|2004
28587302326064|6796|2007
2199023257920|2401|1998
10995116278080|6801|2008
26388279070736|3011|2008
37383395344872|5046|2001
35184372089832|5949|2002
37383395347920|5165|2011
19791209305544|4502|2008
10995116281288|5637|2001
21990232561600|4943|2007
30786325579376|6804|2008
8796093026928|5038|2008
32985348834512|6855|2004
6597069767536|5263|1999
2199023262048|5980|2010
13194139539152|1845|2011
30786325578072|5986|2001
37383395351977|2234|2005
32985348838249|5039|2001
15393162789737|2674|2008
28587302322601|7951|2004
28587302328833|3015|2003
10995116282281|2213|2005
28587302322313|2180|2003
13194139535073|3007|2006
19791209300161|2207|2008
17592186051921|6393|2004
15393162794001|6800|2003
32985348834321|3015|2010
28587302323193|2691|2002
21990232557697|2353|2005
26388279073345|4968|2004
10995116279873|2211|2006
13194139539977|5522|2005
6597069770761|4748|2004
30786325577929|6620|2002
10995116285009|5264|2004
4398046515793|6666|2002
2199023260753|4632|2001
17592186046033|5542|2007
37383395349625|3008|2004
28587302324585|2083|2005
28587302324273|5074|2001
4398046518025|6166|2003
30786325578649|6475|2004
21990232558321|7954|2008
28587302328121|5039|2005
24189255818041|6129|2002
30786325581361|2206|2004
30786325578169|2212|2007
32985348834113|5141|2001
8796093029105|4991|2000
19791209303089|6165|1999
4398046517809|3014|2000
32985348838457|7954|2001
35184372094993|7943|2007
15393162793225|1973|2003
28587302322809|2207|1998
15393162793201|2213|2009
37383395349137|4593|2007
32985348838697|2205|2002
6597069769153|4746|2005
2199023256841|5529|2006
21990232558153|6542|2005
10995116279945|1954|1999
32985348833353|2206|2001
13194139534377|5268|1998
28587302328241|5984|1999
13194139538865|2432|2011
17592186046777|1854|2010
26388279067825|3011|2001
4398046518585|6285|2007
1225|1851|2009
13194139533409|3007|2003
32985348841033|6804|2011
6597069768265|4515|2005
15393162792521|3009|2006
8796093026353|5236|2001
10995116279281|2207|2007
19791209304649|3010|2007
2199023260601|1981|2003
30786325581241|2695|2007
21990232560177|2207|2003
35184372091849|2207|2007
32985348840897|1805|2009
37383395350753|2178|2004
19791209301145|2382|2008
2199023256001|5686|1998
6597069773585|4991|2007
13194139537681|5144|2001
37383395349985|6800|2007
8796093026977|1612|2010
19791209302177|5038|2008
6597069774033|6798|2004
8796093027025|4941|2001
10995116280513|2212|2009
13194139539105|1960|2007
6597069768457|2485|2008
26388279073705|3014|2005
32985348839409|5001|2005
6597069770857|3010|2007
37383395350385|2213|2008
19791209301409|5808|2006
4398046512369|4943|2008
6597069766969|5980|1999
19791209305401|7946|2001
6597069767137|5047|2002
2199023262401|7897|2004
4398046511809|6540|2006
13194139540777|6801|2003
30786325583081|2489|2003
4398046514409|2648|2005
37383395352209|5525|2002
26388279074137|2209|2002
19791209303161|1989|2002
21990232556401|6554|2005
13194139535313|6022|2009
17592186051537|3007|2002
21990232559673|4744|2000
21990232557817|2525|2006
4398046514529|2210|2001
17592186046297|1637|2005
21990232557673|3013|2002
26388279069785|3013|2005
2199023260625|5980|1999
7657|3009|2006
28587302325201|6044|2005
30786325583441|6802|2004
4561|4999|2009
10995116281641|5986|2008
17592186044881|2212|2001
15393162794097|6441|2007
6625|2421|2001
2199023261929|5266|2007
17592186047089|1986|2005
26388279070073|6148|2007
19791209303009|2206|2009
10995116279065|6552|2004
24189255817497|3014|2007
8796093023377|7897|2000
37383395351081|2213|2009
4398046511497|5269|2001
4398046518873|5140|2002
10995116281945|2206|2002
24189255815137|2349|2003
6597069773681|2246|2010
6597069768985|2205|2003
28587302322953|7954|2001
21990232557201|2176|2003
8796093029009|6541|2009
28587302324369|5270|2009
5017|6673|2006
24189255814025|5186|2004
2199023259593|7947|2007
10995116279753|3009|2000
1657|6309|2005
8796093026401|3014|2005
19791209307609|5235|2003
10995116279257|6198|2009
37383395346913|6674|2009
26388279072441|7948|2003
26388279071745|2941|2006
28587302329193|5043|2009
361|7895|2002
30786325579593|6148|2008
19791209307073|6798|2008
2199023261465|1580|2007
2199023255809|6554|2001
6597069767937|2207|2006
8796093028985|2942|2002
35184372092065|4746|2005
15393162796129|5524|2002
30786325579521|6304|2002
28587302322929|5042|2004
21990232557537|2944|2008
37383395344985|3006|2000
24189255818913|5800|2007
8796093022369|3015|2003
8796093027121|2987|2002
2199023256281|2483|2005
26388279069065|3008|2001
15393162792665|3009|2000
8796093022825|6394|2006
19791209301521|5042|2008
21990232563017|2440|2002
15393162790777|6474|2010
19791209307001|4991|2009
8796093022537|6479|1999
32985348840633|2644|2002
26388279069713|6396|2005
17592186047713|5038|2004
32985348839569|5988|2007
19791209305233|1640|2004
35184372091609|5046|2001
19791209302513|1989|2007
37383395350729|2294|2001
19791209301569|6654|2005
21990232563233|1802|2009
35184372095881|6552|2003
8796093028769|4515|2004
4398046517977|5169|2004
4398046514721|5530|2005
32985348835769|1809|2007
19791209302001|6149|2003
32985348838649|2693|2002
10995116285369|3008|2006
8796093028505|5046|2010
26388279073801|2940|2006
35184372092761|7899|2000
30786325583881|6152|2003
6597069769241|5235|2006
15393162789401|4954|2007
10995116284641|4744|2011
4398046513177|4511|2007
15393162790489|1597|2004
21990232560689|1640|2002
28587302329961|6803|2007
6597069773369|1811|2001
26388279071913|5501|2001
6597069772609|2206|2010
4398046511425|2206|2006
35184372094633|5267|2000
21990232559865|6437|2001
30786325580513|4991|2008
19791209301217|7946|2007
4398046516401|3887|2007
24189255817161|2461|2007
37383395352089|1807|2010
8796093028345|5941|2006
4398046518265|6483|2002
21990232561457|7899|2007
17592186048505|5174|1998
13194139537201|5523|2005
24189255813625|5526|2005
37383395351297|1953|2002
15393162790513|6393|2002
8796093022993|5171|2010
32985348839025|2212|1999
13194139537249|6128|2009
28587302328721|1975|2001
21990232561505|2364|2001
37383395345009|5189|2003
35184372094705|2389|2001
37383395347657|5190|2006
37383395349745|5270|2005
13194139539009|2206|2000
2199023258129|2207|2000
17592186051489|4557|2001
37383395349841|3810|1999
4398046513897|3012|2002
13194139533721|3014|2010
21990232562073|2205|2005
37383395351833|3010|2009
24189255815529|5145|2007
26388279069185|5188|2003
8796093029537|2524|2008
30786325578753|6624|2008
6597069774337|5268|2004
4398046515361|5001|2007
2199023259649|6494|2008
28587302328857|6544|2007
28587302327185|5201|2008
15393162792473|1980|2008
6597069770641|1962|2000
7129|3007|2003
21990232559745|5523|2008
37383395345833|3008|2005
15393162790873|2387|2003
28587302323073|2211|2006
17592186051633|6473|2010
28587302329801|2213|1998
5473|5983|2001
21990232562505|4991|2007
10995116282305|5158|1998
24189255817545|7896|2006
13194139535969|3059|2006
4398046513993|2302|2001
10995116279585|3006|2003
26388279072033|3013|2001
10995116281785|5526|1999
4398046514361|5804|2007
4398046518049|2214|2005
2233|2212|2008
21990232559481|2948|2006
6597069770785|2488|2001
17592186044497|5042|2003
28587302322553|6493|2004
13194139538017|1579|2009
6597069774505|4746|2002
6597069772897|2212|2002
17592186045001|2271|2006
19791209306089|2209|2009
35184372096169|6478|2004
19791209307841|5529|2003
13194139533433|6622|2005
15393162794569|1980|2005
2199023256793|2213|2000
26388279071025|6201|2004
21990232561786|2207|2002
37383395345762|3012|2007
7178|6542|1999
37383395350562|1851|2005
6597069770690|6546|1999
30786325578970|6398|2006
4398046515698|6435|2007
8796093025242|1981|2008
24189255818018|5498|2003
986|2644|2004
13194139536042|6805|2006
17592186050218|3015|2003
10995116282514|5046|2006
19791209302674|4673|2003
35184372095858|5249|2005
13194139536554|6482|2002
4398046518538|3009|2005
28587302326570|2982|2005
32985348835082|2210|2007
21990232560010|4671|2009
30786325584266|2526|2000
8796093029418|6542|2008
26388279069930|4750|2003
10995116281786|6005|2007
6597069767610|2693|2005
2199023262354|4747|2001
13194139535802|3044|2003
21990232557226|1854|2003
8796093029034|2519|2005
37383395344802|3012|2003
37383395347922|2314|2010
4398046511738|2380|2007
32985348838554|3008|2008
5018|7900|2001
19791209301954|3008|2007
2199023262794|3007|2008
21990232558154|2304|2007
19791209307298|4682|2010
6597069770858|5868|2003
24189255816122|2208|2003
26388279072418|2205|2007
15393162794482|6394|2006
30786325582866|6485|2007
6597069773490|5502|2010
4398046517146|4751|1999
4398046515914|2452|2005
2199023258690|1583|2006
21990232559866|1635|2003
24189255818842|3011|2000
32985348835010|6409|2000
30786325581674|3013|2003
24189255814330|5521|2002
30786325585090|2827|2002
17592186048706|3015|2009
13194139537898|2524|2007
30786325578994|3008|2008
26388279071242|2206|2007
10995116282538|2207|2005
24189255816098|3007|2005
15393162792882|1851|2009
35184372091922|2830|2004
26388279069570|3160|1999
32985348834418|5501|2010
15393162791650|6309|2006
19791209302394|5803|2004
4398046516642|5039|2003
15393162793226|2210|2007
30786325585618|5143|2002
28587302330034|3010|1998
26388279066650|3008|2005
24189255812578|5521|2007
21990232560978|5982|2003
21990232557626|5272|2010
32985348839194|2209|2004
19791209300354|2979|2006
13194139537082|5530|2010
19791209304514|5188|2010
26388279071002|4743|2003
30786325584098|6441|1999
28587302326018|3010|2005
2199023261442|7893|2004
15393162796082|7948|2006
98|3015|2009
37383395344394|2905|2008
13194139540850|7896|2005
2090|5521|2001
28587302326330|3013|2006
10995116284426|2305|2004
21990232563282|5234|2008
6597069769482|2827|2009
4398046516570|1613|2008
30786325579474|7946|2007
32985348835858|2211|2005
37383395346234|7722|2004
35184372093218|4746|2007
10995116278626|2212|2005
13194139540826|3011|2006
21990232557986|1772|2010
10995116283810|2206|2001
28587302327882|2831|2009
30786325585018|5235|1999
37383395347826|5803|2001
32985348837962|5267|2007
2199023257706|2256|2007
8796093022946|7899|2001
37383395347946|3006|2009
17592186045746|2647|2006
17592186047186|2212|2011
2199023256674|4746|2005
35184372088850|6172|2000
15393162794194|5529|2007
4398046515362|4675|2001
24189255813074|7873|2003
10995116284338|1638|2002
35184372092066|4748|2003
37383395350074|4750|2000
32985348838250|4954|2001
26388279073562|6619|2002
13194139537178|3008|2007
21990232556842|4749|2007
21990232555706|1810|2000
10995116285626|3645|2000
21990232559962|4742|2005
32985348836026|4115|2002
2199023259722|6674|2004
6597069774058|5045|2000
32985348836426|2212|2002
6597069773962|5527|2003
8796093028058|2485|2007
8796093027794|4510|2000
15393162794410|5268|2008
13194139536986|5266|2008
17592186045194|2487|2004
37383395350682|3011|1999
15393162789266|3013|2005
6597069774226|3011|2010
8796093029130|2214|2009
13194139538138|2208|2006
6597069767114|1849|2007
4398046512778|6391|2004
37383395350586|7879|2006
26388279070434|3014|2005
10995116280778|6619|2001
26388279073226|2712|2000
10995116285554|7403|2003
26388279069810|5998|2001
4398046517194|2209|2001
6597069772778|4674|2004
4398046512202|2436|2011
28587302323050|6673|2004
1226|7951|2004
17592186046514|2430|2006
19791209302890|5191|2004
37383395347874|1765|2009
26388279072842|1980|2009
19791209302490|2648|2005
8796093025290|2490|2005
21990232560714|6493|2008
26388279071722|5235|2003
3794|6392|1998
10995116282370|2559|2002
17592186046850|2945|2009
37383395352026|3007|2003
4398046518274|2210|2006
26388279074066|1959|2008
17592186050362|3015|2002
17592186046874|2208|2001
37383395350170|1637|2008
32985348839738|2319|2011
24189255812762|5156|2006
13194139540922|5045|2005
19791209302322|1849|2004
30786325580954|5865|2000
8796093028794|1855|1998
10995116281666|2554|2006
8796093023378|2205|2009
2199023258930|7951|1998
10995116284858|3006|2008
13194139534130|2205|2002
24189255817234|5861|1999
32985348834394|3012|1999
6597069766970|5521|2004
6597069772490|2439|2004
19791209300682|3007|2000
19791209300210|3008|2002
2199023257410|2207|2006
10995116279282|4751|2003
35184372094514|2210|2003
37383395346866|6493|2004
4398046513154|4515|2003
30786325577882|5950|1999
19791209300114|4996|2009
17592186045074|3009|2006
15393162789762|2209|2004
15393162795498|2620|2003
17592186046442|2209|2008
19791209300874|4991|2001
26388279069066|6617|2001
2199023260554|3011|2000
28587302326946|2209|2001
37383395345810|4668|2002
37383395344778|1961|2009
554|6171|2009
19791209304106|5264|2001
21990232562002|6617|2001
21990232558714|5171|2002
8796093028890|6479|2006
32985348835906|5867|2006
6597069771330|6163|2001
30786325581434|5263|2005
30786325580370|2212|2004
6597069768242|1854|2008
24189255816450|5158|2005
26388279071194|1579|2003
17592186049594|3009|2007
21990232557394|3453|2008
30786325578338|7941|2003
4398046512178|2210|2007
5954|2212|1999
6597069771218|5527|2011
24189255818634|3007|2007
8796093025002|4745|2009
17592186050554|5189|2007
10995116280562|5266|2002
19791209305138|3012|2002
17592186045578|4569|2001
4398046515578|4745|1999
26388279069786|2519|2003
2199023263362|1857|2005
21990232562218|6171|2008
21990232557346|4947|2007
8796093028458|4942|1999
13194139539546|2988|2002
37383395351346|1868|2005
21990232557698|2206|2006
24189255812714|3013|2002
24189255818818|4488|2010
37383395349090|5878|2011
24189255811322|3012|2003
32985348839474|2210|2005
2199023258226|2211|2004
4398046512538|5819|2000
32985348839290|2389|2005
2199023258490|1852|2004
13194139534978|5271|2005
26388279072442|5233|2007
21990232562362|2653|2007
28587302324442|6553|2008
17592186046370|1608|2005
6597069769698|7942|2007
30786325579066|2986|2000
15393162795426|5522|2005
35184372092378|5988|2001
24189255816146|5044|2011
4398046511570|3007|2004
19791209303802|5144|1999
21990232562074|2206|2008
26388279072226|5528|2005
32985348836666|2386|2000
13194139540002|5040|2003
15393162794266|6059|2005
24189255814426|2205|2008
2199023259162|5980|2005
3098|2214|2004
30786325578530|5982|2006
6597069769338|4516|2005
19791209306858|2211|2000
4398046518370|2987|2002
10995116279210|2205|2007
35184372094995|5984|2003
13194139539179|1980|2001
26388279069595|1955|2006
21990232561363|4678|2009
32985348834843|3013|2004
10995116284099|7870|2008
17592186045651|6038|2009
2199023263267|3011|2007
35184372090579|3013|2007
28587302325259|5268|2004
10995116283075|5188|2004
24189255815139|2209|2007
32985348836499|5886|2001
13194139536259|3013|2004
17592186044619|2207|2007
30786325582187|3012|2002
15393162789643|4517|2003
13194139539835|2830|2005
2199023261563|7893|2000
32985348841155|2206|2005
19791209306531|1980|2007
28587302326691|5948|2003
8796093022875|6407|2001
28587302323467|1852|2001
21990232556555|5272|2008
13194139538867|7893|2007
30786325579187|2205|2007
32985348838771|2207|1999
10995116282803|2209|2004
4683|5039|2002
26388279069259|3010|2005
13194139535755|6545|2009
13194139534035|5527|2001
32985348836099|4841|2002
17592186051107|3011|2005
21990232557035|2987|2007
37383395345787|4745|2008
30786325580275|2831|2005
13194139541043|2691|2000
13194139536307|1981|2009
37383395351299|3014|2004
35184372091371|5522|2003
17592186045051|2284|2004
6987|5043|2009
26388279067467|6350|2005
24189255816123|5517|1998
8796093025723|3008|1998
13194139540923|3015|2004
32985348839027|5041|2006
1611|6801|2007
19791209303283|4991|2001
32985348833523|6595|2004
15393162793203|5268|2005
13194139534451|6306|2010
10995116285275|5043|2004
26388279068091|3013|2003
32985348837987|3012|2008
15393162795875|5983|1998
30786325580731|1579|2005
6597069769059|2833|2006
30786325579259|4949|2000
24189255817691|4954|2008
26388279071627|4952|2005
15393162793651|2829|2005
32985348836195|7892|2003
4398046513275|3014|2000
4398046511691|2213|2008
37383395351275|6799|2002
35184372095115|2520|2004
37383395351763|3010|2005
32985348836355|5523|2003
30786325582523|1850|2006
17592186048899|4516|2001
26388279074403|5800|2003
30786325580395|1857|2007
37383395349163|5983|2001
6597069767771|1811|2006
35184372092859|5164|2005
6051|6798|2007
8796093022683|5986|2003
13194139537395|4511|2002
10995116280259|5045|2008
8796093025219|2206|1999
4398046517403|2382|2002
28587302327235|6159|2008
24189255814827|5865|2008
15393162792195|5948|2005
13194139537875|2941|2007
21990232561739|5985|2009
13194139537035|2214|2006
26388279073203|5186|2004
6597069767939|3011|2003
26388279073683|3008|2001
15393162792339|3009|2001
30786325582835|4751|2009
10995116278011|5146|2005
19791209306363|2213|2004
26388279070435|2173|2001
19791209304251|2836|2005
6597069767163|1596|2007
19791209302627|6802|2006
24189255816947|1852|2007
15393162790899|2209|2004
24189255812059|5234|2002
17592186052091|4673|2003
37383395346579|1981|2000
10995116283267|6151|2004
4899|4511|2001
24189255818235|2207|2003
32985348840923|2455|2003
8796093029179|5985|2002
2199023262547|1984|2004
21990232561147|3006|2001
4398046515339|2947|2004
8796093026643|3009|2009
30786325585139|2833|2007
4398046517027|7897|2006
15393162790091|2486|2000
6597069771075|4091|2006
2199023262619|2989|1999
6597069767179|4590|2004
2199023257803|3009|2004
30786325582355|2206|2001
8796093022923|3015|2006
13194139533795|1635|2008
19791209306931|5521|2004
15393162789883|2210|2000
21990232557155|5496|2006
35184372096579|5984|2008
24189255813603|5981|2004
37383395348787|3010|2002
30786325581267|3008|2004
10995116282139|6391|2005
10995116281835|6796|2002
15393162791915|2209|2007
13194139538379|2691|2003
32985348834707|6204|1999
21990232555803|2977|1999
24189255815955|1852|2007
6597069770931|2177|2005
4398046514339|6308|2005
30786325580059|1857|2007
13194139537611|2456|2006
21990232559891|7953|2009
5523|4953|2004
21990232558587|4518|2002
8796093025555|6518|2008
8796093023067|3006|2006
6597069773307|3009|2008
15393162794027|1857|2007
17592186047019|3008|2009
21990232560739|6552|2005
6597069773867|7895|2002
7755|2207|2004
15393162792547|2207|2006
2199023261739|7901|2000
2199023257387|2207|2006
19791209304915|5168|2002
15393162794435|4991|2002
35184372096435|2211|2005
2199023258131|5236|1999
21990232560179|4514|2008
13194139534355|2833|2005
1491|5241|2009
24189255816051|5985|2011
4398046511475|3010|2000
13194139537011|6812|2001
6597069771499|3015|2009
10995116283475|2559|2004
30786325583659|3011|2001
2199023257899|3014|2001
15393162790963|5529|2004
37383395347147|2214|2006
10995116284715|5268|2010
19791209305259|4516|2006
17592186047043|7875|2002
21990232556843|3008|2006
35184372093243|4747|2004
8796093024355|1637|2005
10995116280443|5042|2006
10995116285555|1601|2003
19791209307563|5263|1999
15393162789291|3013|2002
13194139536507|7895|2002
19791209306715|3013|2007
8796093027987|3011|2009
21990232561507|5523|2008
4398046518947|2208|2009
32985348837915|1813|2007
21990232561691|2208|2004
5235|2212|2007
28587302324035|1613|2005
24189255813955|2438|2004
32985348834019|5264|2007
8796093029467|2486|2006
32985348835459|2242|2010
21990232557891|2834|2004
8796093025195|2206|2008
28587302326331|7875|2007
8796093024331|5040|2005
15393162792499|5046|2002
17592186051131|1595|2002
26388279072891|5528|2005
30786325585115|4947|2006
19791209303379|5981|2006
26388279067971|4518|2006
13194139537227|5504|2003
28587302328195|2207|2003
30786325585427|2208|2001
19791209301267|1800|2010
8796093023211|4998|2007
3363|3012|2007
13194139535339|3166|2006
13194139537659|2173|2004
30786325583851|6197|2007
35184372095955|5987|2007
7419|5986|2005
4398046515155|5234|2000
10995116277819|3007|2001
19791209306579|3012|2008
30786325583275|6151|2004
21990232562291|1864|2009
2199023257659|4256|2009
32985348833595|5157|2005
10995116283195|5143|2000
37383395348979|4536|2005
21990232561195|2210|1999
2451|1596|2006
4398046512683|5523|2006
10995116284523|1850|2000
24189255815787|1852|2004
26388279069403|1856|2005
15393162796651|3015|2002
26388279071243|1806|2004
1131|3239|2011
30786325578875|3066|2008
13194139535467|2214|2002
2199023262723|6538|2005
8796093027843|5937|2010
27|5804|2007
32985348840987|2214|2009
17592186051515|5942|2002
13194139540707|4514|2004
17592186044643|2206|2003
32985348833571|3238|2003
21990232558619|2386|2004
2199023262667|3009|2004
30786325579451|5270|2002
4398046517003|1607|2007
17592186045747|5185|2005
30786325579379|1981|2009
24189255813291|6552|2004
15393162791203|3014|2006
6597069773939|5987|2008
2199023261811|5030|2006
37383395349403|3014|2010
26388279068283|2828|2004
10995116280635|1953|2009
28587302328196|5270|2004
8796093025340|2213|2011
26388279069260|2178|2004
17592186045940|5039|2007
17592186049284|3014|2005
3220|5266|2002
21990232561412|1958|2003
15393162792788|2207|2004
13194139539956|4808|2001
32985348835652|6804|2000
37383395351492|2207|2002
6597069766924|4946|1999
30786325577956|2649|2004
10995116283620|3011|2004
2199023258420|2945|2005
2356|6604|2004
2199023262596|3008|2003
17592186046540|5865|2011
4398046518900|3015|2007
6148|2214|2001
24189255814260|2214|2001
37383395344916|2829|2009
10995116282092|1612|2008
32985348834540|6169|2007
8796093026980|7894|2006
6460|7898|2001
17592186049476|3012|2006
28587302329892|2381|2001
10995116284940|3007|2001
2199023258516|2987|2002
6597069769580|4973|2008
32985348833500|2693|2005
7396|5523|2003
17592186045724|1857|2009
8796093029660|5494|2003
4398046518852|5523|2007
4398046516860|2659|2011
13194139538188|5543|2007
28587302323468|1639|2011
21990232560372|1957|2009
30786325579308|2207|2000
19791209307540|4669|2003
26388279073444|4991|2001
6597069770076|6123|2007
30786325583516|4744|2002
10995116279188|7895|2008
19791209306196|2985|2008
13194139539228|5046|2002
6597069768652|2829|2004
19791209302300|3012|2011
28587302327700|2211|2007
17592186050244|3006|2003
37383395345548|2180|2004
24189255818796|4991|2008
2199023258252|1577|2010
17592186050700|2212|2009
6597069769740|2977|1999
35184372094756|2209|2000
35184372096412|6310|2003
28587302323564|6805|1999
2199023258180|6823|2004
32985348835556|1855|1998
6597069771004|5044|2008
28587302325476|6433|2002
37383395345252|3177|2003
15393162795900|4941|2007
13194139534276|3013|1999
32985348834140|3007|2007
8796093029756|5523|2004
15393162789452|7954|2003
37383395351620|4950|2003
17592186051012|5176|2000
6597069768220|1853|2005
35184372093460|2210|2004
17592186046564|6798|2002
17592186050820|5901|2005
2199023262100|2945|2008
10995116278532|6172|2001
10995116278388|4529|2003
32985348840068|1922|2003
4398046518492|2834|2001
30786325579892|2207|2003
21990232559748|1683|2009
8796093022468|7899|2000
17592186047236|4951|2007
19791209302276|2644|2003
17592186051348|1951|2004
6597069770100|5171|2000
6597069767468|5947|2009
35184372090988|3014|2005
15393162790164|2209|2009
2932|2206|2007
