start_id|end_id
6597069771616|1217
35184372093576|518
10995116278920|927
24189255811936|1413
13194139533888|992
8796093028576|724
35184372090600|750
26388279072512|517
8796093024568|760
10995116278848|930
32985348837888|1063
28587302323560|1201
6597069774128|963
2199023257968|1376
2199023255976|159
28587302326640|320
37383395346504|1323
21990232557648|1322
26388279067728|1049
26388279074376|507
26388279073416|1404
24189255811104|737
37383395346624|877
15393162789192|1392
2199023260704|1399
17592186049448|216
26388279069688|1143
8796093025048|1144
28587302328600|1308
32985348837632|238
32985348840584|211
28587302327256|220
4398046517328|509
2199023261136|137
5232|1377
30786325579664|208
28587302324728|913
30786325584336|1012
8796093022680|240
10995116279944|254
19791209301024|421
37383395348440|392
32985348840656|804
8796093024000|926
30786325584576|1072
35184372093216|938
13194139534424|711
13194139540432|818
15393162793320|391
35184372094176|522
37383395344776|158
30786325581072|159
6597069771144|1193
3432|933
37383395345104|463
8796093027048|638
37383395345712|488
21990232558104|1162
32985348833400|1248
6597069772824|228
35184372090912|410
6336|1131
21990232555680|826
37383395351368|747
24189255814376|819
4398046518240|1337
13194139538232|147
6597069774480|458
32985348833944|1195
21990232557720|461
10995116282704|255
19791209303136|1406
13194139536624|1311
24189255813216|321
26388279069952|1177
30786325584896|1375
37383395350504|643
28587302326064|886
2199023257920|1062
10995116278080|898
26388279070736|197
17592186045696|708
37383395344872|743
35184372089832|1305
37383395347920|534
19791209305544|262
10995116281288|820
21990232561600|1185
30786325579376|872
8796093026928|722
32985348834512|879
37383395347464|1175
6597069767536|761
2199023262048|858
13194139539152|512
30786325578072|867
37383395351977|343
32985348838249|731
15393162789737|520
28587302322601|1449
28587302328833|284
10995116282281|392
28587302322313|1050
13194139535073|127
19791209300161|385
17592186051921|1368
15393162794001|885
32985348834321|274
26388279067153|829
28587302323193|1130
21990232557697|337
26388279073345|525
10995116279873|386
24189255811081|510
13194139539977|798
6597069770761|712
30786325577929|1416
10995116285009|773
4398046515793|1422
2199023260753|1163
17592186046033|795
37383395349625|267
28587302324585|1025
28587302324273|729
10995116283289|1253
35184372091705|930
19791209307273|740
4398046518025|1325
35184372092497|796
30786325578649|1374
21990232558321|1448
28587302328121|747
24189255818041|546
30786325581361|363
30786325578169|403
32985348834113|1219
8796093029105|819
19791209303089|1326
4398046517809|204
32985348838457|1445
2199023260289|1318
35184372094993|1442
15393162793225|1038
28587302322809|487
13194139535217|706
15393162793201|423
37383395349137|1164
2857|298
32985348838697|345
28587302327745|149
6597069769153|713
2199023256841|825
8796093025553|1159
21990232558153|1394
10995116279945|1016
32985348833353|442
4398046514217|780
35184372093265|473
13194139534377|785
28587302328241|870
26388279069473|296
3001|1156
13194139538865|1079
17592186046777|581
21990232558905|1113
26388279067825|178
4398046518585|1340
26388279071841|243
1225|561
17592186049737|298
19791209301809|1446
13194139533409|172
32985348841033|891
6597069768265|640
15393162792521|211
8796093026353|1263
15393162789361|123
10995116279281|499
19791209304649|114
8796093024329|371
2199023260601|1042
30786325581241|1135
21990232560177|503
35184372091849|491
17592186049473|1098
32985348840897|994
37383395350753|1054
19791209301145|1069
2199023256001|821
6597069773585|1197
13194139537681|1224
37383395349985|884
8796093023113|238
8796093026977|978
19791209302177|720
6597069774033|885
8796093027025|1185
10995116280513|392
13194139539105|1010
6597069768457|1092
13194139536649|613
26388279073705|170
32985348839409|1216
6597069770857|142
37383395350385|366
19791209301409|1282
4398046512369|1179
6597069766969|866
19791209305401|1439
30786325585377|458
6597069767137|721
2199023262401|925
4398046511809|1396
13194139540777|897
30786325583081|1091
4398046514409|1122
37383395352209|828
26388279074137|427
28587302326425|934
19791209303161|1021
21990232556401|1408
13194139535313|855
17592186051537|178
21990232559673|697
21990232557817|1104
4398046514529|381
28587302325593|1320
17592186046297|983
21990232557673|199
26388279069785|224
2199023260625|845
7657|145
26388279068137|944
28587302325201|846
30786325583441|906
4561|1207
10995116281641|853
17592186044881|346
15393162794097|1304
6597069773937|698
6625|1068
2199023261929|753
17592186047089|1028
26388279070073|1317
19791209303009|485
8796093028409|1120
10995116279065|1405
4398046513945|645
10995116282849|479
15393162789521|591
24189255817497|152
8796093023377|939
37383395351081|339
28587302323169|413
10995116284361|197
4398046511497|782
24189255816073|255
4398046518873|1217
10995116281945|428
24189255815137|503
6597069773681|439
6597069768985|414
28587302322953|1447
21990232557201|1058
8796093029009|1399
28587302324369|766
5017|1425
24189255814025|1251
2199023259593|1434
10995116279753|256
1657|1350
8796093026401|114
19791209307609|1261
10995116279257|1341
37383395346913|1424
26388279072441|1435
32985348837561|1240
2199023259401|1335
26388279071745|1146
28587302329193|727
361|919
30786325579593|1320
19791209307073|902
2199023261465|959
2199023255809|1402
6597069767937|367
8796093028985|1143
2199023259769|461
35184372092065|708
15393162796129|814
30786325579521|1349
8796093023785|510
19791209307225|1178
28587302322929|747
21990232557537|1147
37383395344985|153
24189255818913|1285
8796093022369|135
8796093027121|1148
2199023256281|1093
26388279069065|124
15393162792665|134
4398046514793|1170
8796093022825|1365
19791209301521|726
21990232563017|1072
15393162790777|1375
19791209307001|1201
8796093022537|1381
32985348840633|1127
37383395344753|415
26388279069713|1365
17592186047713|739
32985348839569|859
19791209305233|989
35184372091609|728
19791209302513|1028
37383395350729|408
19791209301569|1413
21990232563233|991
35184372095881|1408
8796093028769|650
4398046517977|1237
4398046514721|811
32985348835769|1005
19791209302001|1323
13194139539713|136
32985348838649|1137
35184372091249|591
10995116285369|295
8796093028505|740
26388279073801|1147
35184372092761|920
13194139540633|1146
30786325583881|548
4398046512441|593
21990232557865|826
6597069769241|1265
15393162789401|1189
10995116284641|697
4398046513177|643
15393162790489|968
21990232560689|987
37383395349185|725
28587302329961|909
32985348833849|1273
6597069773369|1003
26388279071913|1270
6597069772609|413
8796093025385|990
4398046511425|449
17592186050697|290
35184372094633|776
21990232559865|1299
30786325580513|1206
19791209301217|1434
21990232561385|411
4398046516401|152
24189255817161|1080
37383395352089|1000
8796093028345|1305
4398046518265|1375
15393162792241|1084
21990232561457|944
17592186048505|1245
13194139537201|798
21990232558585|437
24189255813625|824
37383395351297|1017
15393162790513|1364
8796093022993|1242
19791209301385|961
32985348839025|317
28587302328673|1071
13194139537249|545
28587302328721|1035
21990232561505|356
37383395345009|1254
35184372094705|1063
37383395347657|1250
37383395349745|778
37383395350609|1305
17592186047041|270
6597069773889|1242
13194139539009|439
2199023258129|483
24189255814801|347
17592186051489|672
37383395349841|184
4398046513897|149
13194139533721|167
21990232562073|321
6597069767841|502
37383395351833|215
24189255815529|1226
19791209305449|753
26388279069185|1250
10995116283905|211
8796093029537|1102
30786325578753|1414
6597069774337|754
4398046515361|1209
2199023259649|1383
28587302328857|1401
32985348839313|1004
28587302327185|1254
15393162792473|1045
6597069770641|1017
7129|175
4609|1033
8796093025409|864
21990232559745|822
37383395345833|306
15393162790873|1062
2199023258585|1441
28587302323073|343
17592186051633|552
19791209305545|306
28587302329801|357
30786325581481|1439
5473|835
35184372092305|985
21990232562505|1198
10995116282305|1228
24189255817545|932
13194139535969|274
4398046513993|422
10995116279585|277
26388279072033|309
10995116281785|822
4398046514361|1282
4398046518049|413
2233|416
21990232559481|1143
32985348834681|992
10995116282233|272
15393162794361|274
6597069770785|1091
17592186047353|211
17592186044497|729
10995116284497|1084
28587302322553|1386
4398046517857|1324
13194139538017|951
6597069774505|676
6597069772897|382
35184372094417|383
2199023259721|1124
17592186045001|427
19791209306089|460
35184372096169|1376
19791209307841|828
13194139533433|1416
15393162794569|1040
2199023256793|496
17592186046201|641
26388279071025|1338
21990232561786|350
37383395345762|178
21990232557578|879
7178|1396
37383395350562|575
6597069770690|1401
30786325578970|1363
32985348835034|330
4398046515698|1299
8796093025242|1044
24189255818018|1270
26388279072034|471
986|941
170|593
13194139536042|905
17592186050218|124
10995116282514|727
19791209302674|1168
35184372095858|538
13194139536554|1378
4398046518538|250
28587302326570|1154
32985348835082|502
21990232560010|1169
30786325584266|1106
30786325582666|227
35184372092042|1243
8796093029418|1394
26388279069930|693
17592186046538|267
10995116281786|865
6597069767610|1130
2199023262354|710
13194139535802|221
21990232557226|558
8796093029034|1109
37383395344802|187
6597069770642|167
37383395347922|390
4398046511738|1063
32985348838554|226
5018|919
37383395345570|1094
19791209301954|278
2199023262794|217
21990232558154|503
19791209307298|1173
6597069770858|1287
24189255816122|397
26388279072418|317
15393162794482|1368
30786325582866|1390
6597069773490|1274
4398046517146|694
4398046515914|1085
2199023258690|956
32985348837706|1342
21990232559866|984
24189255818842|276
32985348835010|1366
19791209300330|1165
30786325581674|284
24189255814330|817
30786325585090|633
17592186048706|191
26388279074522|323
13194139537898|1106
30786325578994|126
842|163
26388279071242|445
10995116282538|350
24189255816098|289
15393162792882|575
4994|888
35184372091922|617
26388279069570|235
32985348834418|1273
15393162791650|1352
19791209302394|1284
4398046516642|727
28587302325154|902
15393162793226|355
30786325585618|1217
28587302330034|212
26388279066650|125
13194139535586|1137
24189255812578|795
21990232560978|838
21990232557626|778
32985348839194|424
19791209300354|522
15393162795378|825
13194139537082|819
19791209304514|1251
26388279071002|713
30786325584098|1300
28587302326018|115
2199023261442|925
15393162796082|1437
98|137
37383395344394|632
13194139540850|919
2090|817
28587302326330|220
10995116284426|330
21990232563282|1259
6597069769482|623
4398046516570|974
30786325579474|1440
15393162795850|1186
32985348835858|413
15393162795538|693
2199023260506|213
37383395346234|889
35184372093218|706
10995116278626|320
13194139540826|127
21990232557986|509
10995116283810|436
28587302327882|620
30786325585018|1265
37383395347826|1278
32985348837962|760
28587302328954|1444
2199023257706|427
8796093022946|916
37383395347946|139
17592186045746|1123
19791209305186|1074
17592186047186|489
2199023256674|696
35184372088850|1332
4398046514602|230
15393162794194|806
4398046515362|1174
24189255813074|1426
15393162796466|1338
10995116284338|983
35184372092066|677
37383395350074|711
32985348838250|1190
6866|1302
26388279073562|1420
13194139537178|142
21990232556842|693
21990232555706|1005
10995116285626|253
21990232559962|703
32985348836026|120
2199023259722|1425
6597069774058|741
32985348836426|481
6597069773962|831
8796093028058|1097
8796093027794|654
15393162794410|778
13194139536986|791
17592186045194|1095
24189255812362|1284
37383395350682|272
15393162789266|276
6597069774226|168
8796093029130|319
13194139538138|504
6597069767114|579
4398046512778|1364
2199023255690|807
37383395350586|1426
26388279070434|148
10995116280778|1419
26388279073226|1136
21990232561098|929
10995116285554|890
26388279069810|834
4398046517194|397
6597069772778|1173
4398046512202|1071
28587302323050|1425
1226|1446
13194139535562|1377
17592186046514|515
19791209302890|1255
37383395347874|509
26388279072842|1043
19791209302490|1127
8796093025290|1090
21990232560714|1390
26388279071722|1260
6597069768914|719
3794|1367
10995116282370|1114
17592186046850|1143
37383395352026|121
4398046518274|450
26388279074066|1014
17592186050362|154
17592186046874|314
37383395350170|983
32985348839738|325
24189255812762|1232
13194139540922|752
19791209302322|564
30786325580954|1295
8796093028794|588
10995116281666|1116
8796093023378|317
30786325581242|1158
2199023258930|1447
30786325584722|1440
10995116284858|281
13194139534130|483
24189255817234|1292
32985348834394|182
6597069766970|823
6597069772490|1074
19791209300682|257
19791209300210|154
2199023257410|452
6597069772018|171
10995116279282|708
35184372094514|332
37383395346866|1385
4398046513154|643
30786325577882|1314
19791209300114|1207
17592186045074|253
15393162789762|383
15393162795498|1112
17592186046442|436
19791209300874|1197
26388279069066|1419
2199023260554|153
13194139538426|417
21990232560442|982
28587302326946|439
4398046512154|510
37383395345810|426
37383395344778|1014
554|1327
19791209304106|756
21990232562002|1417
21990232558714|1246
8796093028890|1379
21990232557082|625
32985348835906|1289
6597069771330|549
30786325581434|782
35184372095402|139
30786325580370|324
26388279070674|965
6597069768242|567
24189255816450|1232
26388279071194|951
17592186049594|205
21990232557394|163
30786325578338|1439
4398046512178|501
5954|326
6597069771218|818
24189255818634|184
8796093025002|693
17592186050554|1255
10995116285578|784
10995116280562|785
19791209305138|202
17592186045578|642
32985348835650|505
28587302326138|744
24189255811722|290
4398046515578|704
2162|890
26388279069786|1102
2199023263362|570
21990232562218|1330
21990232557346|1195
8796093028458|1183
13194139539546|1154
37383395351346|591
21990232557698|386
24189255812714|140
24189255818818|163
37383395349090|1292
24189255811322|273
32985348839474|495
2199023258226|314
4398046512538|1285
32985348839290|1064
2199023258490|562
13194139534978|765
24189255813434|731
26388279072442|536
21990232562362|1124
28587302324442|1406
17592186046370|976
6597069769698|1439
30786325579066|1152
15393162795426|796
35184372092378|868
8796093025842|706
24189255816146|744
4398046511570|135
19791209303802|1217
21990232562074|478
26388279072226|828
32985348836666|1063
13194139540002|750
15393162794266|856
24189255814426|455
2199023259162|841
3098|458
30786325578530|845
6597069769338|666
32985348839146|1245
19791209306858|312
4398046518370|1153
10995116279210|401
35184372094995|839
13194139539179|1043
26388279069595|1013
19791209303563|922
21990232561363|1172
32985348834843|279
21990232560859|484
10995116284099|1429
17592186045651|855
4398046517283|1070
2199023263267|261
35184372090579|195
28587302325259|771
10995116283075|1253
24189255815139|461
32985348836499|1289
13194139536259|161
17592186044619|335
30786325582187|219
15393162789643|664
2199023262747|1204
13194139539835|617
2199023261563|924
32985348841155|352
17592186046491|821
19791209306531|1045
28587302326691|1313
8796093022875|1368
28587302323467|564
21990232556555|771
17592186050843|1099
24189255817283|957
17592186051491|1300
15393162790019|502
2199023259499|473
13194139538867|931
30786325579187|313
32985348838771|426
10995116282803|423
4683|750
26388279069259|259
13194139535755|1394
13194139534035|814
32985348836099|674
17592186051107|113
21990232557035|1152
37383395345787|702
30786325580275|615
13194139541043|1130
13194139536307|1041
37383395351299|112
35184372091371|808
17592186045051|491
6987|730
26388279067467|442
24189255816123|1271
8796093025723|256
13194139540923|266
21990232556331|805
10995116282683|706
32985348839027|746
1611|888
19791209303283|1198
32985348833523|1404
15393162793203|760
13194139534451|1343
10995116285275|719
26388279068091|196
32985348837987|252
15393162795875|867
30786325580731|958
6597069769059|596
2199023259099|718
30786325579259|1189
32985348837731|290
24189255817691|1188
26388279071627|1192
15393162793651|609
32985348836195|941
4398046513275|169
19791209307771|1036
4398046511691|385
30786325584579|702
37383395351275|896
37383395351179|1379
35184372095115|1109
37383395351763|393
32985348836355|821
30786325582523|576
17592186048899|667
13194139540899|466
26388279074403|1280
30786325580395|568
37383395349163|832
6597069767771|1001
35184372092859|534
6051|876
8796093022683|857
13194139537395|650
10995116280259|722
8796093025219|500
32985348840707|1327
4398046517403|1063
28587302327235|549
24189255814827|1296
37383395351931|892
15393162792195|1308
13194139537875|1139
37383395350195|515
21990232561739|844
13194139537035|356
26388279073203|1252
6597069767939|286
26388279073683|134
15393162792339|275
30786325582835|675
10995116278011|1223
19791209306363|392
26388279070435|1055
19791209304251|621
10995116281427|1285
4398046511187|853
32985348837139|1062
6597069767163|968
19791209302627|882
24189255816947|569
15393162790899|389
32985348838371|1101
21990232563187|504
21990232556499|1091
24189255812059|1266
17592186049955|133
13194139533651|964
17592186052091|1177
37383395346579|1045
6597069772067|1218
32985348833667|1069
10995116283267|547
4899|657
24189255818235|360
32985348840923|1087
8796093029179|871
2199023262547|1021
21990232561147|179
4398046515339|1144
8796093026643|236
30786325585139|600
4398046517027|945
15393162790091|1097
17592186046875|1123
6597069771075|253
2199023262619|1154
4398046518659|655
6597069767179|1164
2199023257803|122
35184372089091|760
30786325582355|354
8796093022923|209
13194139533795|981
19791209306931|795
15393162789883|424
267|639
21990232557155|1267
35184372096579|854
24189255813603|838
37383395348787|280
6597069773283|384
26388279071435|828
30786325581267|225
10995116282139|1369
10995116281835|889
26388279068523|122
15393162791915|436
13194139538379|1135
32985348834707|1338
21990232555803|521
24189255815955|586
6597069770931|1052
37383395351083|729
4398046514339|1352
8796093030067|1040
30786325580059|593
10995116278435|554
24189255812459|1307
13194139537611|1080
19791209303547|632
21990232559891|1451
19791209301171|1136
5523|1193
21990232558587|652
8796093025555|1382
32985348836243|240
6597069772139|997
8796093023067|262
21990232561123|1276
6597069773307|133
30786325580835|742
15393162794027|565
17592186047019|276
21990232560739|1411
6597069773867|932
7755|505
4398046512227|917
37383395349259|268
17592186050411|448
15393162792547|381
2199023261739|912
2199023257387|396
19791209304915|1240
15393162794435|1202
35184372096435|441
15393162789571|395
6597069770259|580
2199023258131|1261
21990232560179|650
13194139534355|631
19791209305139|377
1491|537
24189255816051|867
4398046511475|119
13194139537011|909
6597069771499|303
15393162793179|486
10995116283475|1113
30786325583659|117
2199023257899|113
17592186047571|988
15393162790963|793
24189255815291|967
37383395347147|404
10995116284715|789
19791209305259|673
17592186047043|1430
21990232556843|189
35184372093243|693
8796093024355|982
10995116280443|749
10995116285555|961
28587302328955|1376
19791209307563|754
15393162789291|136
13194139536507|944
19791209306715|227
8796093027987|129
2199023262867|923
21990232561507|812
8796093026979|387
4398046518947|348
32985348837915|1009
21990232561691|446
5235|494
28587302324035|974
19791209305923|1426
24189255813955|1075
32985348834019|782
5763|1432
8796093029467|1096
32985348835459|448
21990232557891|630
8796093025195|451
28587302326331|1432
8796093024331|725
15393162792499|717
17592186051131|969
26388279072891|820
30786325585115|1188
19791209303379|857
6597069768243|1452
26388279067971|661
13194139537227|1276
19791209307419|355
28587302328195|430
30786325585427|497
32985348835603|1112
19791209301267|990
8796093023211|1216
3363|217
13194139535339|159
13194139537659|1051
2619|842
30786325583851|1336
4398046515291|1044
35184372095955|857
7419|859
4398046515155|1257
10995116277819|227
19791209306579|297
37383395347515|702
30786325585451|1446
30786325583275|547
21990232562291|570
2199023257659|138
32985348833595|1229
10995116283195|1219
37383395348979|651
4398046512875|1375
21990232561195|365
30786325584195|141
2451|964
4398046512683|806
10995116284523|556
24189255815787|558
26388279069403|562
15393162796651|210
26388279071243|997
1131|282
30786325578875|225
13194139535467|324
2199023262723|1394
8796093027843|544
27|1282
32985348840987|340
17592186051515|1308
17592186051995|193
13194139538699|1442
13194139540707|655
17592186044643|445
21990232558371|1165
32985348833571|140
21990232558619|1064
2199023262667|303
32985348837043|1335
30786325579451|768
4398046517003|972
17592186047475|975
17592186045747|1253
4203|830
30786325579379|1045
24189255813291|1408
15393162791203|199
6597069773939|866
17592186045603|1359
28587302325923|820
2199023261811|1207
37383395349403|269
26388279068283|611
4398046516427|260
10995116280635|1010
28587302328196|767
8796093025340|386
26388279069260|1052
17592186045940|719
17592186049284|205
3220|781
21990232561412|1016
15393162792788|391
13194139539956|690
32985348835652|890
37383395351492|436
6597069766924|1182
30786325577956|1127
10995116283620|244
2199023258420|1143
2356|1409
37383395351788|401
2199023262596|154
8796093026380|1427
17592186046540|1292
4398046518900|289
6148|460
24189255814260|419
37383395344916|619
35184372092548|915
10995116282092|971
32985348834540|1327
8796093026980|938
6460|936
32985348840900|1234
17592186049476|192
28587302329892|1067
10995116284940|222
6597069769676|808
2199023258516|1157
6597069769580|526
32985348833500|1129
32985348837068|936
7396|797
17592186051948|1359
17592186049140|1418
17592186045724|576
21990232555804|1425
21990232559172|171
8796093029660|541
4398046518852|799
4398046516860|1125
13194139538188|1172
28587302323468|985
26388279071388|1206
21990232560372|1017
30786325579308|366
19791209307540|1172
26388279073444|1200
6597069770076|846
30786325583516|694
10995116279188|930
19791209306196|1153
13194139539228|722
6597069768652|606
19791209302300|213
28587302327700|491
17592186050244|124
37383395345548|1058
24189255818796|1199
28587302328340|708
2199023258252|959
17592186050700|473
6597069769740|521
35184372094756|470
35184372096412|1346
28587302323564|874
2199023258180|896
32985348835556|572
2199023263012|1002
6597069766948|957
6597069771004|724
10995116283172|300
28587302325476|1304
37383395345252|146
15393162795900|1179
13194139534276|275
15393162789716|1187
32985348834140|295
8796093025268|231
8796093029756|797
26388279068804|1024
15393162789452|1444
37383395351620|1192
17592186051012|1243
6597069768220|567
35184372093460|481
17592186046564|893
17592186050820|543
2199023262100|1141
10995116278532|1332
6597069770500|231
10995116278388|669
32985348840068|576
4398046518492|608
30786325579892|414
21990232559748|980
8796093022468|949
17592186047236|1195
19791209302276|1127
17592186051348|513
6597069770100|1240
26388279074092|613
6597069767468|1306
35184372090988|174
6597069768156|921
15393162790164|470
2932|478
37383395351084|892
37383395352212|1149
26388279073420|962
10995116279948|849
10995116282164|737
30786325585548|335
32985348840188|1269
10995116279300|448
24189255816028|899
30786325580732|1320
37383395348108|863
35184372090820|192
19791209306044|985
24189255811228|1416
21990232558884|1441
10995116279708|691
8796093030044|665
10995116281572|1046
32985348836972|405
30786325578340|148
13194139536820|491
35184372095404|916
17592186051684|128
28587302322676|883
8796093027316|313
26388279071844|297
24189255811564|495
13194139534428|584
19791209304700|1019
19791209300212|1429
21990232557300|1170
6597069767564|1381
8796093026668|422
35184372092668|435
19791209303876|1118
30786325578052|1039
13194139538868|427
24189255817380|592
28587302322196|531
10995116281876|998
2199023258788|1261
17592186048756|222
17592186049332|121
28587302328628|408
32985348834492|1069
30786325582116|389
30786325584900|361
13194139536796|1346
19791209304988|1443
4398046517172|816
26388279067060|1304
30786325578780|1318
10995116284428|884
6597069768060|1265
13194139540804|1154
4108|1421
30786325580396|659
2199023255932|1413
10995116284740|217
24189255815172|1083
2199023256580|1080
15393162792316|1437
13194139535876|447
17592186047524|1351
26388279071340|1157
21990232561532|452
26388279074332|1322
30786325579356|709
4398046517284|401
8796093025556|805
35184372091924|424
19791209304892|178
2199023255908|626
4398046515108|854
28587302326692|682
28587302322812|347
26388279066748|1304
21990232560908|1055
35184372092860|1249
32985348839476|838
8796093029012|576
6597069773188|739
15393162793348|122
19791209307844|425
30786325584868|735
15393162790068|999
37383395346020|500
30786325581100|819
6597069773468|336
17592186048484|1392
10995116283364|1145
24189255812508|958
26388279072588|222
5908|785
15393162790684|158
24189255812148|872
24189255817260|722
3628|906
2199023255956|598
24189255818772|1099
26388279070028|1144
2199023263340|1370
21990232562708|222
916|788
10995116280540|997
35184372094564|827
28587302324228|529
37383395349332|886
15393162795780|1316
32985348839644|205
19791209304468|665
15393162791628|664
6597069772372|319
35184372089380|1331
4398046515412|1421
21990232556116|1105
13194139536556|247
28587302326092|193
6597069770836|363
32985348836356|382
4398046511284|1435
8796093025460|937
35184372094468|447
10995116284100|688
2199023262716|1449
26388279067132|1440
15393162791300|682
21990232560692|532
8796093024004|1262
19791209307396|1048
2199023262548|1146
21990232557540|525
30786325582404|1191
19791209300756|923
2199023260436|826
24189255813628|327
37383395351764|695
35184372094396|918
2199023260732|1224
6597069770620|833
24189255813692|869
13194139537708|312
26388279074260|1285
2199023257556|149
8796093022396|627
13194139537972|843
21990232557868|506
21990232558132|182
4398046511572|1385
26388279071772|1051
24189255813172|339
24189255816148|947
24189255818044|471
26388279067708|449
6597069769132|783
4398046512636|582
6597069768556|1082
32985348840020|1158
15393162790092|1104
8796093022924|541
15393162790212|721
28587302326596|1080
2884|1284
10995116280828|643
1180|1289
19791209301412|845
2199023261492|206
26388279073948|290
4398046516132|949
4636|938
17592186050028|574
6597069767588|590
35184372090148|1415
13194139533964|1299
8796093024052|1376
17592186044956|370
13194139535852|705
4398046512852|671
10995116283524|1450
13194139534324|1309
15393162791324|559
4398046512028|251
2199023257660|350
19791209302372|676
28587302325084|615
6597069767892|477
30786325584556|537
1708|150
6597069770172|983
30786325577740|1073
32985348835700|756
17592186045484|1011
35184372090700|274
5572|116
6597069770452|260
30786325580228|373
28587302328652|668
2199023255884|357
4398046515916|821
8796093027340|418
32985348840636|775
8796093024956|675
26388279067660|706
28587302328316|1218
3580|781
26388279074476|299
21990232562172|315
6597069772684|986
15393162792028|328
17592186052188|619
26388279067036|1163
30786325582428|837
10995116283004|706
24189255817188|509
24189255818372|1277
4398046512708|1421
6597069767748|232
19791209304132|280
8796093022852|831
17592186048317|515
28587302328701|884
15393162792317|1331
21990232558421|1443
26388279074045|1076
37383395345205|377
24189255812437|1041
8796093025149|791
2199023261541|636
17592186051085|1106
32985348840333|1198
21990232560013|938
26388279071869|195
