start_id|end_id|workFrom
21990232556376|550|2009
21990232556376|552|2008
21990232556376|539|2009
17592186050864|1130|2007
17592186050864|1131|2004
30786325583152|1024|2008
30786325583152|1104|2008
30786325583152|1044|2007
30786325583152|1045|2008
37383395344464|889|2001
37383395344464|895|2002
8796093026832|538|2012
19791209301952|833|2005
19791209301952|835|2012
19791209301952|828|2010
10995116278456|546|2011
10995116278456|547|2011
10995116278456|550|2010
24189255812032|1031|2007
24189255812032|1081|2008
24189255812032|1037|2007
24189255812032|1102|2007
10995116278576|937|2003
37383395349472|1472|2002
37383395349472|1464|2001
37383395349472|1517|2002
35184372093192|23|2008
35184372093192|27|2006
35184372093192|29|2006
37383395349256|246|2007
37383395349256|217|2007
37383395349256|234|2008
10995116282952|483|2008
10995116282952|485|2007
10995116282952|1290|2009
10995116282952|445|2009
10995116282952|447|2007
28587302324912|679|2011
28587302324912|667|2002
26388279069592|961|2003
26388279069592|952|2004
26388279069592|957|2004
2199023259160|291|2008
2199023259160|262|2011
2199023259160|278|2009
2199023259160|271|2007
6597069771616|811|2009
24189255811936|1377|2006
24189255811936|1366|2006
24189255811936|1354|2007
24189255811936|1374|2006
13194139533888|108|2003
13194139533888|109|2003
8796093028576|791|2002
8796093028576|781|2001
35184372090600|786|2005
26388279072512|346|2003
8796093024568|895|2006
10995116278848|1558|2005
32985348837888|1552|2007
32985348837888|276|2009
32985348837888|261|2008
32985348837888|269|2008
28587302323560|758|2003
6597069774128|7|2005
6597069774128|8|2006
6597069774128|10|2005
2199023257968|1298|2005
2199023257968|1299|2005
28587302326640|928|2004
28587302326640|402|2003
28587302326640|936|2002
28587302326640|526|2002
37383395346504|1117|2006
37383395346504|1118|2007
21990232557648|1117|2004
21990232557648|1118|2002
26388279074376|934|2007
26388279073416|1330|2008
26388279073416|1349|2007
26388279073416|1337|2007
26388279073416|1338|2008
24189255811104|785|2001
24189255811104|789|2001
24189255811104|807|2001
24189255811104|792|2001
24189255811104|778|2002
37383395346624|1475|1999
37383395346624|1527|1999
37383395346624|1450|2000
37383395346624|1452|2000
37383395346624|1503|2000
15393162789192|1320|1999
15393162789192|1322|2000
15393162789192|1324|2000
2199023260704|1320|2006
2199023260704|1323|2010
2199023260704|1324|2006
17592186049448|549|2005
17592186049448|551|2005
17592186049448|538|2005
17592186049448|539|2006
8796093025048|516|2010
8796093025048|492|2002
28587302328600|1018|2001
28587302328600|1022|2002
32985348837632|547|2008
32985348837632|550|2008
32985348837632|553|2009
32985348837632|543|2009
28587302327256|545|2001
28587302327256|547|2001
28587302327256|541|1999
28587302327256|542|1999
4398046517328|96|2001
4398046517328|80|2001
4398046517328|83|2001
4398046517328|87|2002
4398046517328|88|2000
2199023261136|548|2001
2199023261136|553|2002
2199023261136|540|2002
30786325579664|538|2006
30786325579664|540|2005
30786325579664|541|2005
28587302324728|1561|2011
30786325584336|912|2004
30786325584336|1128|2003
30786325584336|522|2003
30786325584336|827|2004
10995116279944|546|2005
10995116279944|547|2004
10995116279944|549|2005
19791209301024|935|2000
19791209301024|921|2001
19791209301024|910|2000
37383395348440|914|2011
37383395348440|916|2009
37383395348440|933|2004
32985348840656|961|2002
32985348840656|963|2002
32985348840656|957|2002
30786325584576|297|2005
30786325584576|298|2006
35184372093216|1560|2012
35184372093216|1561|2011
13194139534424|666|2005
13194139540432|950|2008
13194139540432|967|2008
13194139540432|957|2008
15393162793320|930|2006
35184372094176|530|2005
35184372094176|772|2005
37383395344776|544|2004
37383395344776|547|2005
37383395344776|539|2004
37383395344776|541|2004
30786325581072|551|2005
30786325581072|553|2005
30786325581072|538|2006
30786325581072|765|2005
30786325581072|542|2006
6597069771144|721|2010
6597069771144|725|2008
6597069771144|716|2009
37383395345104|936|2010
8796093027048|564|2004
8796093027048|582|2004
8796093027048|584|2005
8796093027048|570|2005
8796093027048|555|2005
37383395345712|928|2007
37383395345712|736|2006
37383395345712|913|2007
37383395345712|920|2008
37383395345712|911|2007
21990232558104|599|2005
21990232558104|600|2004
21990232558104|601|2004
21990232558104|590|2004
32985348833400|832|2006
32985348833400|840|2007
32985348833400|841|2007
32985348833400|809|2007
32985348833400|842|2006
35184372090912|930|2007
35184372090912|935|2008
35184372090912|922|2007
35184372090912|924|2007
35184372090912|925|2008
21990232555680|961|2010
21990232555680|963|2009
21990232555680|953|2007
21990232555680|955|2008
37383395351368|792|2003
24189255814376|956|2004
4398046518240|1176|2006
4398046518240|1178|2005
4398046518240|1180|2007
13194139538232|545|2006
13194139538232|551|2007
32985348833944|722|2011
32985348833944|726|2011
32985348833944|719|2010
21990232557720|912|2010
21990232557720|929|2010
21990232557720|910|2009
10995116282704|545|2010
10995116282704|547|2011
10995116282704|542|2008
13194139536624|1013|2002
13194139536624|1015|2002
13194139536624|1017|2004
13194139536624|1019|2002
13194139536624|1021|2003
24189255813216|913|1999
24189255813216|931|2001
24189255813216|916|2000
24189255813216|920|2001
24189255813216|905|2000
26388279069952|629|2008
26388279069952|662|2008
26388279069952|632|2008
26388279069952|617|2009
26388279069952|651|2009
28587302326064|1456|2008
28587302326064|1444|2009
28587302326064|38|2008
2199023257920|272|2000
2199023257920|261|1999
2199023257920|283|1999
2199023257920|271|2000
10995116278080|1440|2010
10995116278080|1458|2009
10995116278080|1479|2009
10995116278080|1531|2009
10995116278080|1453|2009
26388279070736|549|2010
26388279070736|554|2010
26388279070736|543|2009
37383395344872|791|2002
37383395347920|1139|2012
37383395347920|492|2011
37383395347920|1135|2011
19791209305544|859|2009
19791209305544|541|2010
10995116281288|964|2002
10995116281288|953|2001
10995116281288|956|2002
10995116281288|957|2002
21990232561600|710|2008
21990232561600|712|2008
21990232561600|698|2009
21990232561600|715|2008
8796093026928|800|2009
8796093026928|785|2008
8796093026928|807|2008
8796093026928|780|2009
8796093026928|782|2010
32985348834512|1456|2006
32985348834512|1463|2006
32985348834512|1481|2005
6597069767536|894|2000
2199023262048|1090|2012
2199023262048|1082|2011
2199023262048|1036|2011
13194139539152|18|2012
13194139539152|130|2012
30786325578072|4|2003
30786325578072|1066|2002
30786325578072|428|2002
37383395351977|938|2006
37383395351977|923|2007
37383395351977|911|2005
32985348838249|785|2002
32985348838249|802|2002
32985348838249|805|2002
32985348838249|796|2002
15393162789737|401|2010
15393162789737|402|2009
15393162789737|409|2009
28587302322601|1570|2004
28587302328833|544|2004
10995116282281|918|2005
10995116282281|907|2006
10995116282281|862|2007
10995116282281|927|2006
10995116282281|911|2005
28587302322313|258|2004
17592186051921|1247|2006
26388279067153|960|2004
26388279067153|965|2009
28587302323193|433|2002
28587302323193|422|2004
28587302323193|412|2004
21990232557697|928|2007
26388279073345|728|2006
10995116279873|929|2007
10995116279873|909|2007
10995116279873|927|2006
13194139539977|951|2007
13194139539977|956|2006
13194139539977|958|2006
13194139539977|959|2006
6597069770761|667|2004
6597069770761|669|2005
30786325577929|1361|2004
30786325577929|1353|2003
30786325577929|1370|2003
30786325577929|1357|2003
10995116285009|897|2005
4398046515793|1425|2003
4398046515793|1400|2002
4398046515793|1419|2002
17592186046033|963|2008
17592186046033|953|2008
17592186046033|956|2008
17592186046033|958|2007
17592186046033|959|2009
37383395349625|552|2006
28587302324273|787|2002
28587302324273|807|2003
28587302324273|781|2002
28587302324273|782|2002
10995116283289|835|2001
10995116283289|842|2000
10995116283289|828|2009
10995116283289|830|2000
35184372091705|1558|2011
19791209307273|800|2007
19791209307273|794|2001
19791209307273|783|2002
4398046518025|1154|2005
4398046518025|1171|2005
4398046518025|1162|2004
4398046518025|1147|2004
4398046518025|1149|2003
30786325578649|1297|2005
30786325578649|1298|2005
28587302328121|784|2005
28587302328121|804|2007
28587302328121|792|2005
24189255818041|1111|2004
24189255818041|1112|2002
24189255818041|1115|2003
24189255818041|1116|2003
30786325581361|909|2006
30786325578169|919|2007
30786325578169|937|2008
32985348834113|809|2003
32985348834113|810|2002
32985348834113|811|2001
32985348834113|812|2001
8796093029105|964|2001
8796093029105|952|2001
8796093029105|955|2001
4398046517809|544|2000
4398046517809|545|2001
4398046517809|550|2001
32985348838457|1570|2003
32985348838457|1574|2003
2199023260289|1117|2007
2199023260289|1118|2010
35184372094993|1568|2008
35184372094993|1567|2008
28587302322809|914|1999
28587302322809|917|1999
28587302322809|909|1999
13194139535217|675|2006
13194139535217|680|2007
13194139535217|671|2010
15393162793201|913|2010
15393162793201|938|2010
2857|538|2009
32985348838697|933|2003
32985348838697|926|2003
28587302327745|540|2012
6597069769153|667|2005
6597069769153|669|2006
8796093025553|592|2010
8796093025553|593|2006
8796093025553|1016|2008
21990232558153|1320|2006
21990232558153|1325|2005
10995116279945|395|2000
32985348833353|913|2003
4398046514217|887|2008
4398046514217|889|2006
4398046514217|890|2011
35184372093265|916|2009
35184372093265|937|2010
35184372093265|938|2006
13194139534377|896|2000
13194139534377|889|2000
13194139534377|890|2000
13194139534377|891|2000
13194139534377|892|1999
28587302328241|1045|2000
28587302328241|1082|1999
28587302328241|1036|2000
3001|533|2010
3001|537|2002
13194139538865|296|2013
13194139538865|297|2012
13194139538865|298|2013
17592186046777|179|2012
17592186046777|174|2011
26388279067825|1316|2002
26388279067825|548|2002
26388279067825|551|2002
26388279071841|550|2007
26388279071841|543|2011
1225|179|2011
1225|168|2010
17592186049737|544|2012
17592186049737|546|2009
19791209301809|1569|2011
19791209301809|1570|2007
19791209301809|1571|2012
13194139533409|546|2004
13194139533409|543|2003
32985348841033|1478|2012
32985348841033|1470|2011
6597069768265|582|2007
6597069768265|583|2006
6597069768265|568|2005
6597069768265|1193|2005
6597069768265|588|2007
15393162792521|549|2007
15393162792521|551|2008
15393162792521|552|2008
15393162792521|541|2008
15393162789361|548|2012
15393162789361|541|2005
19791209304649|542|2009
19791209304649|543|2008
8796093024329|912|2009
8796093024329|911|2011
2199023260601|209|2004
2199023260601|207|2004
30786325581241|425|2008
30786325581241|411|2008
30786325581241|414|2008
21990232560177|916|2003
21990232560177|932|2004
21990232560177|906|2004
21990232560177|908|2005
35184372091849|916|2009
35184372091849|934|2008
35184372091849|936|2008
35184372091849|911|2007
17592186049473|322|2011
17592186049473|324|2011
32985348840897|106|2009
37383395350753|256|2004
37383395350753|258|2006
37383395350753|259|2005
37383395350753|260|2005
37383395350753|255|2004
19791209301145|291|2010
19791209301145|283|2009
2199023256001|961|2000
2199023256001|963|1999
2199023256001|950|1999
2199023256001|953|1999
37383395349985|1520|2009
37383395349985|1457|2008
37383395349985|1481|2009
8796093023113|549|2012
8796093023113|550|2010
8796093023113|552|2007
8796093023113|539|2009
8796093026977|27|2011
6597069774033|1460|2004
6597069774033|1499|2005
6597069774033|1453|2006
8796093027025|707|2002
8796093027025|1573|2002
8796093027025|714|2002
8796093027025|698|2002
8796093027025|700|2001
10995116280513|935|2011
10995116280513|906|2009
10995116280513|910|2011
13194139539105|902|2008
13194139539105|1304|2008
13194139539105|105|2008
13194139539105|126|2007
6597069768457|327|2008
13194139536649|485|2007
13194139536649|461|2003
13194139536649|445|2012
13194139536649|463|2009
26388279073705|544|2005
26388279073705|550|2007
26388279073705|553|2007
26388279073705|541|2006
32985348839409|769|2005
32985348839409|760|2005
32985348839409|763|2006
6597069770857|545|2007
6597069770857|551|2007
6597069770857|552|2008
6597069770857|541|2009
6597069770857|542|2007
19791209301409|977|2007
19791209301409|978|2007
19791209301409|979|2007
19791209301409|980|2008
4398046512369|705|2008
4398046512369|706|2008
4398046512369|697|2009
4398046512369|715|2009
6597069766969|1025|2000
19791209305401|675|2002
19791209305401|1567|2003
30786325585377|932|2012
30786325585377|933|2003
30786325585377|908|2012
30786325585377|910|2011
30786325585377|927|2010
6597069767137|803|2004
6597069767137|790|2004
6597069767137|807|2004
6597069767137|782|2003
6597069767137|783|2003
2199023262401|1558|2005
2199023262401|1560|2005
2199023262401|1561|2004
4398046511809|1324|2007
4398046511809|1325|2008
13194139540777|1528|2003
37383395352209|960|2004
37383395352209|963|2003
37383395352209|949|2003
37383395352209|954|2004
37383395352209|958|2003
26388279074137|929|2003
26388279074137|915|2003
26388279074137|922|2002
28587302326425|1558|2001
28587302326425|1559|2012
21990232556401|1332|2007
21990232556401|1109|2007
21990232556401|1333|2007
21990232556401|1327|2006
17592186051537|545|2002
17592186051537|548|2003
17592186051537|549|2003
17592186051537|554|2003
17592186051537|541|2003
21990232559673|676|2002
21990232559673|677|2002
21990232559673|678|2001
21990232559673|681|2002
21990232559673|665|2001
21990232557817|369|2008
21990232557817|354|2007
21990232557817|361|2007
21990232557817|365|2008
4398046514529|916|2002
28587302325593|1118|2010
26388279069785|545|2006
26388279069785|553|2007
26388279069785|538|2005
26388279069785|554|2007
2199023260625|1034|2000
2199023260625|1036|2000
26388279068137|1558|2008
26388279068137|1559|2012
30786325583441|1526|2006
30786325583441|1498|2005
4561|769|2009
4561|759|2010
4561|760|2010
4561|767|2011
10995116281641|1056|2009
10995116281641|1041|2010
10995116281641|1102|2009
17592186044881|916|2002
17592186044881|918|2002
17592186044881|920|2002
17592186044881|908|2001
15393162794097|1001|2007
15393162794097|1002|2009
6597069773937|673|2007
6597069773937|665|2008
6597069773937|668|2009
6625|274|2001
6625|263|2003
6625|269|2001
6625|287|2002
2199023261929|891|2009
2199023261929|894|2009
26388279070073|1117|2008
26388279070073|1118|2007
19791209303009|937|2010
19791209303009|345|2009
19791209303009|925|2010
8796093028409|400|2003
10995116279065|1344|2005
10995116279065|1332|2005
10995116279065|1338|2006
10995116282849|928|2010
8796093023377|1557|2001
8796093023377|1560|2002
8796093023377|1561|2002
37383395351081|1232|2010
37383395351081|933|2010
37383395351081|937|2010
37383395351081|908|2011
28587302323169|927|2008
10995116284361|547|2005
10995116284361|549|2006
10995116284361|553|2004
10995116284361|554|2010
4398046511497|888|2002
4398046511497|890|2002
24189255816073|554|2006
24189255816073|542|2000
10995116281945|936|2002
10995116281945|908|2003
10995116281945|924|2003
10995116281945|910|2002
24189255815137|905|2005
24189255815137|924|2005
6597069773681|914|2011
6597069768985|917|2004
6597069768985|909|2005
21990232557201|256|2004
8796093029009|1323|2010
8796093029009|1324|2011
28587302324369|897|2011
28587302324369|894|2010
5017|1425|2008
5017|1395|2007
5017|1415|2008
5017|1400|2008
5017|1435|2007
24189255814025|833|2005
24189255814025|830|2006
2199023259593|1568|2007
2199023259593|1187|2007
2199023259593|1567|2009
10995116279753|544|2002
10995116279753|552|2001
10995116279753|553|2001
10995116279753|539|2001
1657|1223|2006
1657|1224|2006
1657|1196|2007
8796093026401|545|2005
8796093026401|547|2006
19791209307609|864|2004
19791209307609|865|2003
26388279072441|1568|2005
26388279072441|1567|2004
32985348837561|824|2006
32985348837561|826|2007
32985348837561|827|2009
2199023259401|416|2010
2199023259401|1176|2007
2199023259401|1179|2011
26388279071745|512|2008
26388279071745|513|2007
26388279071745|514|2008
26388279071745|494|2008
28587302329193|807|2010
28587302329193|778|2010
30786325579593|1117|2009
19791209307073|1440|2008
19791209307073|1460|2009
19791209307073|1494|2008
19791209307073|1516|2008
19791209307073|1503|2009
2199023261465|5|2008
2199023255809|1345|2003
2199023255809|1327|2003
6597069767937|929|2007
6597069767937|935|2008
6597069767937|920|2008
8796093028985|498|2003
8796093028985|502|2003
8796093028985|503|2003
8796093028985|507|2003
2199023259769|934|2009
2199023259769|935|2011
2199023259769|920|2012
2199023259769|921|2010
2199023259769|907|2008
35184372092065|672|2005
35184372092065|679|2007
35184372092065|681|2006
35184372092065|668|2007
15393162796129|864|2004
15393162796129|955|2003
30786325579521|1186|2004
30786325579521|1207|2002
30786325579521|1197|2003
8796093023785|101|2011
8796093023785|1337|2009
19791209307225|704|2012
19791209307225|707|2010
19791209307225|696|2006
19791209307225|713|2004
28587302322929|788|2005
37383395344985|547|2000
37383395344985|548|2000
37383395344985|550|2001
37383395344985|551|2001
37383395344985|538|2000
8796093022369|547|2005
8796093022369|549|2003
8796093022369|540|2004
8796093022369|543|2005
8796093027121|537|2004
2199023256281|309|2007
26388279069065|544|2002
26388279069065|538|2003
15393162792665|549|2002
8796093022825|1264|2008
8796093022825|1250|2007
8796093022825|1237|2007
8796093022825|1272|2008
19791209301521|789|2009
19791209301521|779|2009
19791209301521|797|2010
21990232563017|297|2004
21990232563017|298|2002
15393162790777|1299|2011
